Compound ID,SMILES,ATSC6d,ATSC5Z,ATSC6Z,ATSC8Z,ATSC8se,ATSC5i,RPCS,Xch-3d,Mor24v,SMR_VSA9,nG12FHRing,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,GhoseFilter,measured log(solubility:mol/L)
o-Chloronitrobenzene,Clc1ccccc1N(=O)=O,1.020408163265306,-78.83673469387753,-21.551020408163264,0.0,0.0,4.349588223663292,14.95191510736942,0.0,-0.0015452381193711,0.0,0,0.0625,0.0,0.0,0.0,0.0,0.0,False,-2.55
Pentobarbital,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,0.2837370242214572,-290.4809688581315,98.49480968858131,69.560553633218,0.1556324844290663,7.376270219853883,29.484115829833133,0.0,0.0644112419664358,0.0,0,0.0422008547008547,0.0112471655328798,0.0295138888888888,0.0,0.0,0.0,True,-2.39
"1,2-Diethylbenzene",CCc1ccccc1CC,4.791666666666669,-86.45833333333333,36.45833333333334,0.0,0.0,-18.90640638088613,83.49451301537422,0.0,-0.0731476201106473,0.0,0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,False,-3.28
Pentyl acetate,CCCCCOC(=O)C,-1.7599243856332698,2.177693761814742,-9.758034026465028,-40.57088846880907,-0.2814612476370508,-0.8090844413142843,24.5897704622356,0.0,0.0566650995975672,0.0,0,0.0277777777777777,0.0272108843537415,0.0,0.0,0.0,0.0,False,-1.89
Estradiol,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,4.950413223140491,42.28099173553719,80.29752066115705,-39.842975206611584,-0.1835760991735541,-1.8993771813831333,124.25675024184112,0.0,-0.0689310120082428,5.749511833283905,0,0.0301515151515151,0.030204081632653,0.019244850718065,0.0195432008782348,0.0150790895061728,0.0,True,-5.03
Malonic acid diethylester,CCOC(=O)CC(=O)OCC,-2.0793950850661638,-47.947069943289215,3.1531190926276054,-26.805293005671075,0.4001202268430978,-8.48728714337862,20.86292692382337,0.0,-0.0690756843631576,0.0,0,0.0277777777777777,0.0081632653061224,0.015625,0.0,0.0,0.0,False,-0.82
Epiandrosterone,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,0.1107266435986114,50.79584775086504,90.90157631680124,16.402921953094957,-0.3583577700884297,-8.066949654876645,126.26495270013945,0.0,0.1908687885153658,0.0,0,0.0347222222222222,0.0305072204320324,0.0177644775859061,0.0195432008782348,0.0150790895061728,0.0,True,-4.16
Methyl pentanoate,CCCC(=O)OCC,0.0900000000000002,-115.43999999999998,-5.359999999999991,43.56,0.209031839999999,1.5385041349509585,20.414958033651363,0.0,-0.0826077258914056,0.0,0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,False,-1.36
Simetryn,CSc1nc(nc(n1)N(C)C)N(C)C,-18.06183115338883,-12.199762187871563,-687.0927467300831,618.549346016647,1.8170753008323357,-42.052545145533145,52.94584603528782,0.0,-0.0157790101018185,0.0,0,0.0504629629629629,0.0,0.0,0.0,0.0,0.0,True,-2.676
Furane,c1ccoc1,0.0,0.0,0.0,0.0,0.0,0.0,116.5635412480526,0.0,0.0109252345958652,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.82
Tetrafluthrin,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,1.6674598453301614,-218.7566924449732,-253.34503271861976,-176.95776323616894,-2.741812568709101,29.706667351503373,1.2880360725822846,0.1666666666666666,0.1233814208748577,0.0,0,0.0393686868686868,0.0218951418951418,0.0208356953892668,0.0146604938271604,0.013707561728395,0.0121875318845015,True,-7.321
ethyl cinnamate,CCOC(=O)C=Cc1ccccc1,-1.4880000000000002,-3.8239999999999945,10.368000000000004,-64.43520000000001,-0.1871687168000005,-5.428349239276936,30.69964755023565,0.0,-0.208581841968624,0.0,0,0.0223765432098765,0.0103061224489795,0.0118634259259259,0.0109179474258839,0.015625,0.0,True,-3.0
Hydrocortisone 21-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1.047836603063692,42.278957269551206,85.2445579145391,-87.23568933082501,-2.053754865896265,-20.62276940377389,35.48907639369692,0.0,-0.1068383697239798,0.0,0,0.0348015873015873,0.0291247165532879,0.0177206299186341,0.0171117829847988,0.0106408179012345,0.0111134656589202,True,-4.88
Propyl propanoate,CCCCC(=O)OC,-0.1799999999999997,1.2800000000000047,-57.28000000000001,43.56,0.209031839999999,-0.95792528168113,21.531641381229388,0.0,-0.0032539873048408,0.0,0,0.0185185185185185,0.0,0.0,0.0,0.0,0.0,False,-1.34
theobromine,Cn1cnc2n(C)c(=O)[nH]c(=O)c12,6.428571428571426,-137.9455782312925,-6.714285714285712,0.0,0.0,7.103826943180551,48.46054509954625,0.0,-0.0506883088365048,0.0,0,0.0396111111111111,0.0,0.0,0.0,0.0,0.0,False,-2.523
2-Chlorobiphenyl,Clc1ccccc1c2ccccc2,-0.0289256198347097,-97.88429752066116,-66.21487603305788,37.05785123966941,0.0542250206611566,-3.277356500794606,177.0634399744069,0.0,-0.0424883636687972,11.126902983393991,0,0.0166666666666666,0.0236734693877551,0.0,0.0,0.0,0.0,True,-4.54
Fludrocortisone,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO,9.198660714285708,-128.8571428571429,67.96428571428565,15.056122448979574,-0.4400319183673468,-31.743223880230797,130.22361114163772,0.0,0.2548157398791127,0.0,0,0.0389613526570048,0.0315921115921115,0.0194324524681667,0.0161949553483944,0.0109638631687242,0.0110022786790463,True,-3.43
p-t-Butylphenol,CC(C)(C)c1ccc(O)cc1,-3.2384000000000004,-5.641599999999998,70.07039999999999,46.78559999999999,0.0974938176000003,-9.00936427583379,77.61182925046825,0.0,-0.0433725005657553,5.749511833283905,0,0.0885416666666666,0.0,0.0,0.0,0.0,0.0,False,-2.41
Decalin,C1CCC2CCCCC2C1,2.448979591836735,10.459183673469385,30.612244897959176,0.0,0.0,2.287177757412436,141.92507663539683,0.0,0.0115161968322259,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-5.19
Dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-1.0249307479224374,-102.14127423822714,-58.48753462603878,1.1689750692520808,-0.5310379833795015,-25.25176846746628,131.27514716355893,0.0,-0.0007472303922958,11.49902366656781,0,0.0236625514403292,0.0201855287569573,0.0182291666666666,0.0131015369110607,0.008,0.020610141822263,True,-4.95
Isocarboxazid,Cc1cc(no1)C(=O)NNCc2ccccc2,1.4122222222222214,-12.800000000000006,-51.417777777777765,-19.06222222222222,-0.3783448399999997,-8.17807671007544,26.342113675918004,0.0,-0.002679285237311,0.0,0,0.0173717948717948,0.0198677248677248,0.0081018518518518,0.0079264870931537,0.0075790895061728,0.006198347107438,True,-2.461
o-Toluidine,Cc1ccccc1N,1.1072664359861597,52.77508650519031,29.08304498269896,0.0,0.0,7.890160400503807,87.7396053910946,0.0,-0.065966187332205,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-2.21
Nimetazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-12.045714285714284,-23.599999999999994,74.24000000000001,-95.12,-1.1761717812244905,-2.3821467948994037,37.91972926719905,0.0,0.0926664049479454,0.0,0,0.0293602693602693,0.0234232543592149,0.0155140860692102,0.009448223733938,0.015625,0.0,True,-3.796
6-hydroxyquinoline,Oc2ccc1ncccc1c2,1.2037037037037046,0.2592592592592606,14.592592592592595,10.382716049382717,0.0287114197530863,-3.579127765382509,81.21726630776982,0.0,-0.0103842477686369,5.749511833283905,0,0.0208333333333333,0.04,0.0,0.0,0.0,0.0,False,-2.16
Iodobenzene,Ic1ccccc1,0.0,-215.24999999999997,0.0,0.0,0.0,1.6414959888264269,91.52282321295505,0.0,-0.0441454701005707,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-3.01
"1,4-Dinitrobenzene",O=N(=O)c1ccc(cc1)N(=O)=O,-3.75,-44.390625,17.0625,0.0,0.0,3.770891745796944,27.08753317097697,0.0,0.0694607149184004,0.0,0,0.0722222222222222,0.0408163265306122,0.0,0.0,0.0,0.0,False,-3.39
"1,1-Dichloroethylene",ClC(=C)Cl,0.0,0.0,0.0,0.0,0.0,0.0,12.909983445469658,0.0,-0.0267008991380436,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-1.64
diisooctyl phthalate,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-2.499540863177228,69.24517906336091,-40.86317722681357,-83.81818181818181,-2.098008000000004,12.985496991948224,60.31623490151838,0.0,0.0699904520205426,0.0,0,0.0217013888888888,0.0145189504373177,0.0090020576131687,0.0091671996433901,0.0056018518518518,0.0065384484576403,False,-6.637
Ethyl octanoate,CCCCCCCC(=O)OCC,-0.1015625,-51.0,2.0,0.0,-0.200491,-2.102688558184494,8.633717685068396,0.0,0.0631367992645973,0.0,0,0.0158730158730158,0.0136054421768707,0.0125,0.0061728395061728,0.01,0.0,True,-3.39
Stirofos,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-3.4132653061224496,242.2857142857144,395.1224489795919,-84.36734693877554,1.4538859145408147,-11.652972432185956,0.0,0.0,-0.0745586097252034,0.0,0,0.0338888888888888,0.0204081632653061,0.019345238095238,0.0128855775114278,0.0,0.0,False,-4.522
Eicosane,CCCCCCCCCCCCCCCCCCCC,-0.2497398543184184,-1.170655567117585,-1.1966701352757532,-1.2486992715920922,-0.0011845660770025,-0.2559948709471433,221.86485124205345,0.0,-0.1477482665613848,0.0,0,0.0037037037037037,0.0029154518950437,0.0024038461538461,0.0020576131687242,0.0018181818181818,0.0016528925619834,False,-8.172
RTI 2,CCN2c1ncccc1N(CC)C(=O)c3cccnc23,-17.111111111111107,-282.070987654321,-308.33641975308643,171.92283950617286,0.8159611728395036,-9.134533798560808,36.404411953649685,0.0,0.0710330863087304,0.0,1,0.0249346405228758,0.0194050953714819,0.0085034013605442,0.0,0.0,0.0,True,-2.86
Benzo(e)pyrene,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-9.125,-95.703125,-115.625,78.125,0.0741124999999999,-20.9280251354688,131.73035088302964,0.0,0.2858626078411261,0.0,0,0.0175925925925926,0.0147959183673469,0.0,0.0,0.0,0.0,False,-7.8
Napthalene,c1ccc2ccccc2c1,1.7777777777777786,-2.469135802469143,21.604938271604937,0.0,0.0,-0.5399419939209197,147.85141817065812,0.0,0.0299823091916382,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-3.6
"2,4-Dimethylpyridine",Cc1ccnc(C)c1,2.657439446366783,-47.66782006920415,69.7993079584775,0.0,0.0,-2.1966396975865647,125.78066268108888,0.0,-0.007838106298493,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.38
Toluene,Cc1ccccc1,0.653333333333333,18.66666666666667,16.333333333333336,0.0,0.0,4.081961474041872,120.16803199307022,0.0,0.0218502452244261,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-2.21
"7,12-Dimethylbenz(a)anthracene",Cc1c2ccccc2c(C)c3ccc4ccccc4c13,1.339506172839511,-159.8765432098765,-68.82716049382717,19.75308641975308,0.0187385679012336,-34.96124410637752,136.17101449353126,0.0,0.1981811121995545,0.0,0,0.0272633744855967,0.0154621848739495,0.0083333333333333,0.0080624842529604,0.0,0.0,False,-7.02
Diazinon,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-9.322500000000002,-436.2574999999999,-200.44,-384.3125,-1.8100463124999997,-8.848956997302304,0.4371826227156798,0.0,0.0741980107175433,5.879988336435371,0,0.0304951690821255,0.0243673469387755,0.0171440972222222,0.0139581758629377,0.0,0.0,True,-3.64
Hexadecane,CCCCCCCCCCCCCCCC,-0.3327999999999999,-1.479999999999995,-1.5199999999999951,-1.5999999999999952,-0.0015178239999997,-0.3236412311561939,408.3648322278587,0.0,-0.0293070218433083,0.0,0,0.005050505050505,0.0040816326530612,0.0034722222222222,0.0030864197530864,0.0028571428571428,0.0027548209366391,False,-8.4
Tricresyl phosphate,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-6.38388411045722,-109.81846989588048,-298.3906745133544,-298.05070167496604,-1.0465251104572193,13.103013195180534,0.0,0.0,0.023899398963541,17.248535499851716,0,0.0195540935672514,0.0196964939822082,0.0073896011396011,0.0103596994353296,0.009891304347826,0.009080706050403,False,-6.01
Isofenphos,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-15.778827977315691,-561.0,-128.0,-42.0,0.3333263440453672,8.836990708468125,38.41315000757601,0.0,-0.0304176327905484,5.749511833283905,0,0.0324820788530466,0.0170638578011849,0.0217013888888888,0.0094111718761578,0.0171428571428571,0.0,True,-4.194
Clonazepam,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-7.59375,-48.91796875,-70.53125,34.03125,0.5580307578124991,-5.504919078663301,28.586058289637847,0.0,0.0579602522782058,0.0,0,0.0259395424836601,0.0211473922902494,0.0188620902906617,0.0067340067340067,0.015625,0.0,True,-3.499
"trans-1,4-Dimethylcyclohexane",C/C1CCC(\C)CC1,1.333333333333333,58.333333333333314,-16.66666666666667,0.0,0.0,12.756129606380965,230.06602429325451,0.0,0.0087666164761109,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-4.47
2-bromonaphthalene,c1c(Br)ccc2ccccc12,1.604938271604939,19.777777777777796,-181.5555555555556,0.0,0.0,2.493998498265427,101.54134611029184,0.0,-0.0307943986257482,0.0,0,0.0208333333333333,0.04,0.0,0.0,0.0,0.0,False,-4.4
Ethyl hexanoate,CCCCCC(=O)OCC,-1.4378698224852071,-53.90532544378698,1.1360946745562217,-9.029585798816562,0.1350597396449682,-2.2034695105783904,17.121468846109583,0.0,0.0101547228003624,0.0,0,0.0222222222222222,0.010204081632653,0.015625,0.0,0.0,0.0,False,-2.35
Fluoranthene,c1ccc2c(c1)c3cccc4cccc2c34,2.2248520710059205,-102.0710059171598,-36.98224852071008,56.80473372781064,0.0538872426035497,-22.32053109485092,163.2478292212334,0.0,0.1810407793926484,22.253805966787983,0,0.0156349206349206,0.0081481481481481,0.0,0.0,0.0,0.0,True,-6.0
4-Methyl-2-pentanone,CC(C)CC(=O)C,1.2465373961218829,-118.99445983379502,68.26038781163435,0.0,0.0,-9.184291683284988,15.355588428623475,0.0,0.0278955534652526,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.74
Pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0202705702043022,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-2.6
Methyl propyl ether,CCCOC,0.3599999999999999,-15.119999999999996,29.16,0.0,0.0,-4.083163476732663,134.6271100375121,0.0,-0.0201873380359837,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.39
Warfarin,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,-10.33727810650888,-23.917159763313617,-77.06508875739647,-22.059171597633107,-0.0594425877712078,-4.330463930017106,21.835232715171053,0.0,0.0105422351281933,5.749511833283905,0,0.0308048433048433,0.0151603498542274,0.0157828282828282,0.0069383878907688,0.0089583333333333,0.0,True,-3.893
Pyrolan,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-16.393021120293845,-55.53627180899908,-131.69605142332415,-149.60422405876952,-0.1209451827364547,3.57148677976755,14.764932221309724,0.0,0.3142513451568394,11.567374611118932,0,0.0291545893719806,0.0251390380713689,0.0130208333333333,0.0123456790123456,0.015625,0.0,True,-2.09
DDT,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-2.25,-471.8367346938776,-689.7959183673468,-120.68877551020408,-0.5152718864795915,2.5465580879035663,0.0,0.0,-0.0139976634989328,0.0,0,0.0202991452991453,0.0403628117913832,0.0124007936507936,0.0098765432098765,0.025625,0.0,False,-7.15
2-butenal,CC=CC=O,0.0,-15.396694214876025,0.0,0.0,0.0,4.369125056398875,67.37474836152381,0.0,-0.0700119481248468,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.32
Azintamide,CCN(CC)C(=O)CSc1ccc(Cl)nn1,1.1555555555555554,130.17333333333335,46.42222222222221,-19.960000000000004,0.3237521066666671,2.9458832167862363,22.996119902354373,0.0,-0.0330068577998946,0.0,0,0.0306712962962962,0.016938775510204,0.0135732323232323,0.0143613000755857,0.0178125,0.0,True,-1.716
Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,1.7557392102846676,56.88705234159778,-186.84756657483928,-56.57392102846648,0.4395805913682266,-46.18472372563599,31.988744569981545,0.0,0.0678842083891044,0.0,0,0.0216049382716049,0.0222634508348794,0.015625,0.0,0.0,0.0,True,-1.807
2-Methyltetrahydrofurane,CC1CCCO1,0.0,48.0,0.0,0.0,0.0,6.385066966296755,112.378691573342,0.0,-0.0095466783114772,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.11
Oxadiazon,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-10.200000000000005,28.0,-290.75,-701.0,-2.604141035,-2.690404988623114,40.86383083442505,0.0,-0.2454779744618372,11.436898107967467,0,0.0300268817204301,0.0329931972789115,0.0161918934240362,0.0194194741388618,0.015,0.0,True,-5.696
Mirex,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,7.438016528925622,180.0,100.0,0.0,0.0,4.33632753059503,0.0,0.0,0.1990233113357109,0.0,0,0.0295138888888888,0.0,0.0,0.0,0.0,0.0,False,-6.8
Fructose,OCC1OC(O)(CO)C(O)C1O,6.25,-20.0,28.0,9.0,0.0924160000000001,-0.9848125197429748,0.0,0.0,0.0085251285647909,0.0,0,0.0111111111111111,0.0,0.0,0.0,0.0,0.0,False,0.64
1-Chlorobutane,CCCCCl,0.0,-63.918367346938766,0.0,0.0,0.0,3.2270945140806657,146.79826921579064,0.0,-0.0412513161913909,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-2.03
"1,2-Dinitrobenzene",O=N(=O)c1ccccc1N(=O)=O,2.25,-52.828125,-45.9375,0.0,0.0,5.295159377860196,17.960186193557234,0.0,0.0069948358153059,0.0,0,0.03125,0.0,0.0,0.0,0.0,0.0,False,-3.1
"1,2-Propylene oxide",CC1CO1,0.0,0.0,0.0,0.0,0.0,0.0,31.84081444874515,0.2886751345948128,0.0559933754544882,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.59
"Hexachloro-1,3-butadiene",ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,0.0,77.44000000000001,0.0,0.0,0.0,1.865584466495996,9.783029576842855,0.0,-0.0498335534323624,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-4.92
Fenthion,COP(=S)(OC)Oc1ccc(SC)c(C)c1,-1.7575442247658666,-136.5036420395421,273.0072840790843,-65.9157127991675,0.3261167825182099,-20.465195760627573,0.0,0.0,0.0246290863694442,5.749511833283905,0,0.0307539682539682,0.0304081632653061,0.0186631944444444,0.0098765432098765,0.0,0.0,True,-4.57
t-Crotonaldehyde,C/C=C/C=O,0.0,-15.396694214876025,0.0,0.0,0.0,4.369125056398875,59.63575699567311,0.0,-0.0611111986720832,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.32
Androsterone,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,0.1107266435986105,50.79584775086504,90.90157631680124,16.402921953094953,-0.3583577700884297,-8.066949654876513,77.5360339173449,0.0,-0.0265337593716453,0.0,0,0.0347222222222222,0.0305072204320324,0.0177644775859061,0.0195432008782348,0.0150790895061728,0.0,True,-4.402
Butylbenzene,CCCCc1ccccc1,-1.7083333333333324,2.6041666666666705,-34.37499999999999,10.416666666666671,0.0098816666666665,0.5694700717134152,145.1862475212724,0.0,-0.029060929069932,0.0,0,0.0180555555555555,0.0201360544217687,0.0277777777777777,0.0,0.0,0.0,False,-4.06
Heptachlor,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,6.37809917355372,-520.6611570247933,-306.98347107438013,0.0,0.0,-0.354332923132509,0.0,0.0,0.0971773604347337,0.0,0,0.0366414141414141,0.0,0.0,0.0,0.0,0.0,True,-6.317
Menthone,CC(C)C1CCC(C)CC1=O,-0.7847800237812125,-131.9892984542212,55.01545778834722,69.53864447086802,0.14490757669441,-0.2192108830147758,0.0,0.0,0.1880045946509504,0.0,0,0.0787037037037037,0.0,0.0,0.0,0.0,0.0,False,-2.35
Epitostanol,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,0.1526336024605876,24.986159169550124,93.66782006920413,101.04844290657438,-0.1637371349480974,0.6093479216340174,58.06777673240561,0.2357022603955158,0.0500792178734801,0.0,1,0.0355666666666666,0.0281035923141186,0.0179634353741496,0.0161889408541194,0.0201581790123456,0.0,True,-5.41
p-Nitroaniline,Nc1ccc(cc1)N(=O)=O,-0.9375,30.75,0.0,0.0,0.0,3.8113175310041023,25.640415964272226,0.0,0.0310398785671912,0.0,0,0.0787037037037037,0.0,0.0,0.0,0.0,0.0,False,-2.37
Cycloheptane,C1CCCCCC1,0.0,77.77777777777777,0.0,0.0,0.0,17.00817280850803,186.0557855779167,0.0,0.0013295287851063,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-3.51
oryzalin,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-13.396787626412843,225.05056513979764,45.55443188578228,-325.1392028554431,-5.918426971445567,-26.29584904155134,26.022138882807493,0.0,0.0237637320675304,0.0,0,0.0472524154589372,0.0173061224489795,0.013503086419753,0.0185185185185185,0.0,0.0,True,-5.16
Fenpropathrin,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-13.377759266972092,56.20533111203666,-56.40024989587674,-243.0816326530613,-1.1556504489795905,81.85278149217837,5.981987663342008,0.1443375672974064,0.1273338308087329,17.568244979360085,0,0.0258922558922558,0.0276150460184073,0.0125879127692743,0.0134276318552112,0.0109220679012345,0.013482880755608,True,-6.025
p-Bromoacetanilide,CC(=O)Nc1ccc(Br)cc1,-0.2437673130193903,84.86703601108032,-32.927977839335185,-404.152354570637,-0.2456340997229915,-7.51519599229466,21.38325485053811,0.0,0.0431525324870135,0.0,0,0.0289351851851851,0.0538775510204081,0.0,0.0,0.0,0.0,False,-3.083
Butylate,CCSC(=O)N(CC(C)C)CC(C)C,-9.046018991964935,-121.55076698319948,-427.2775748721695,183.70343316289268,0.5393264528853173,-14.159225015029405,15.409102499930682,0.0,0.0446838928233838,0.0,0,0.0277777777777777,0.0163265306122449,0.0,0.0,0.0,0.0,True,-3.68
Methyldymron,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-0.4224999999999999,-67.20000000000002,-66.04,-47.84000000000001,-0.020983489999999,12.317208915985224,10.569604124137705,0.0,0.1176259973404508,0.0,0,0.0317028985507246,0.0225134264232008,0.0121527777777777,0.0053685291780529,0.0028124999999999,0.0040812162024283,True,-3.35
1-Chlorohexane,CCCCCCCl,0.375,-0.5699999999999976,-4.179999999999998,0.0,0.0,-0.5049753628359765,163.68385485927843,0.0,-0.0070729012496126,0.0,0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,False,-3.12
Butabarbital,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,4.7606659729448495,-265.54006243496366,43.71800208116542,-34.7200832466181,-0.4996750052029128,5.773892829405769,27.84698889732292,0.0,0.1342131793603408,0.0,0,0.0381944444444444,0.020204081632653,0.0,0.0,0.0,0.0,True,-2.39
Benfuracarb,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,0.9167657550535088,46.05588585017835,60.290130796670674,-391.72889417360295,0.6835489521403072,-15.96762526589271,12.145868450068626,0.0,-0.0184549681967832,11.49902366656781,0,0.028497150997151,0.0190800129575639,0.0180342970521541,0.0086619577588378,0.0101876543209876,0.0103275176002448,True,-4.71
1-Hexene,CCCCC=C,0.5925925925925932,-3.404683942183813e-15,-8.333333333333336,0.0,0.0,1.1095590224385892e-14,135.05828248139636,0.0,-0.0435264720016078,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-3.23
Carbetamide,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-0.7226813590449953,-63.08264462809916,-35.42975206611569,-72.93388429752065,-0.829470685032139,16.769541127562352,22.02228518786278,0.0,-0.0083131935364731,0.0,0,0.0177951388888888,0.0234222919937205,0.0107060185185185,0.0082304526748971,0.006875,0.0068700472740876,True,-1.83
m-Chloroiodobenzene,Clc1cccc(I)c1,0.0,-355.24999999999994,0.0,0.0,0.0,0.9997324299787383,68.83342415120931,0.0,-0.0794745592090278,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-3.55
Fluoromethalone,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,2.4212372448979544,-135.15561224489787,119.37372448979598,125.66071428571432,-0.846246500000004,-52.950276745545246,79.88168901706179,0.0,-0.1303835177438914,0.0,0,0.0416724537037037,0.0310468631897203,0.0203486394557823,0.0149689505431802,0.0128823731138545,0.0144373023160901,True,-4.099
"2,3-Dimethylbutane",CC(C)C(C)C,0.0,81.0,0.0,0.0,0.0,17.712797110574755,174.01746647103508,0.0,0.0037124239126328,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-3.65
indazole,c2ccc1[nH]ncc1c2,1.0755555555555558,4.595555555555573,19.63555555555556,0.0,0.0,6.206775307186508,90.18121130317653,0.0,-0.01767157810392,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-2.16
"3,4-Dichlorophenol",Oc1ccc(Cl)c(Cl)c1,0.4792899408284023,-37.43195266272191,-56.75147928994083,0.0,0.0,3.320350285714916,65.33533646602419,0.0,-0.0503976754209047,5.749511833283905,0,0.0,0.0,0.0,0.0,0.0,0.0,False,-1.25
o-Nitroaniline,Nc1ccccc1N(=O)=O,1.5625,-54.25,0.0,0.0,0.0,5.28985706450916,20.37467208782597,0.0,0.0027161903273123,0.0,0,0.0625,0.0,0.0,0.0,0.0,0.0,False,-1.96
probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O,3.75,-329.16836734693885,216.6275510204081,0.0,0.0,21.421205007107822,33.714194704511456,0.0,0.0975278828396757,0.0,0,0.0708333333333333,0.0,0.0,0.0,0.0,0.0,True,-2.21
p-Toluenesulfonamide,Cc1ccc(cc1)S(=O)(=O)N,-3.52,75.25,-68.0,73.5,0.260708415,6.206289358883264,2.9558995379795365,0.0,-0.0383926218009702,0.0,0,0.0885416666666666,0.0,0.0,0.0,0.0,0.0,True,-1.74
Atratone,CCNc1nc(NC(C)C)nc(OC)n1,-20.1044921875,-175.55078125,-196.54296875,-56.6640625,0.6727780859374999,5.1900856003402165,54.76088248201396,0.0,-0.0818014502807494,6.010464839586836,0,0.036574074074074,0.0270068027210884,0.0104166666666666,0.0,0.0,0.0,True,-2.084
Methyl hexanoate,CCCCCC(=O)OC,-1.455576559546313,2.177693761814742,0.2419659735349756,-9.448015122873343,0.1039409149338367,-0.8090844413142845,14.83111871803372,0.0,-0.0665943684610213,0.0,0,0.0277777777777777,0.0136054421768707,0.0,0.0,0.0,0.0,False,-1.87
