Compound ID,SMILES,measured log(solubility:mol/L),ATSC6d,ATSC5Z,ATSC6Z,ATSC8Z,ATSC8se,ATSC5i,RPCS,Xch-3d,Mor24v,SMR_VSA9,nG12FHRing,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,GhoseFilter
2-bromonaphthalene,c1c(Br)ccc2ccccc12,-4.4,1.604938271604939,19.777777777777793,-181.55555555555557,0.0,0.0,2.493998498265427,101.54134611029184,0.0,-0.03079439862574829,0.0,0,0.020833333333333336,0.04,0.0,0.0,0.0,0.0,False
Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37,-9.67174515235457,-29.210526315789426,201.53462603878117,-765.6869806094182,-6.237669582409971,-7.64593590252498,7.2371111846694,0.0,0.21927398693653088,0.0,0,0.029914529914529905,0.01870748299319728,0.010416666666666668,0.008230452674897117,0.0,0.0,True
1-Nonyne,CCCCCCCC#C,-4.24,-0.33279999999999954,2.079999999999997,1.9199999999999984,1.5999999999999988,0.001517823999999788,0.45484713567896035,102.62313169954777,0.0,0.04567794047429171,12.343784214475903,0,0.013888888888888888,0.01360544217687075,0.015625,0.0,0.0,0.0,False
Isobutyl acetate,CC(C)COC(=O)C,-1.21,1.8900000000000003,-0.5599999999999943,-122.75999999999998,0.0,0.0,-5.009766562637747,11.695429058810614,0.0,-0.041549213839440276,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Cycloheptanol,OC1CCCCCC1,-0.88,0.5289256198347104,51.3719008264463,14.578512396694219,0.0,0.0,15.356367689869648,49.27347415892261,0.0,0.06632024790014104,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1-Nonene,CCCCCCCC=C,-5.05,-0.5267489711934155,-1.7270135938613544e-15,-6.1679056923619825e-15,-4.440892098500627e-15,-1.827061095009217e-16,2.7073464097725332e-14,131.90551546439792,0.0,-0.11692576228948436,0.0,0,0.013888888888888888,0.01360544217687075,0.015625,0.0,0.0,0.0,False
"2,2,5-Trimethylhexane",CC(C)CCC(C)(C)C,-5.05,2.621878715814508,47.26516052318669,-170.95719381688474,0.0,0.0,10.335780231431544,258.5562683168926,0.0,-0.05717315319362767,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Chloramphenicol,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111,1.78125,4.44921875,-25.4296875,-175.4921875,-1.8353179296875008,-12.73432666439754,53.81197662757247,0.0,-0.02839971461713108,0.0,0,0.03260869565217391,0.02236734693877551,0.017144097222222224,0.013689426387839078,0.013906250000000002,0.011019283746556474,True
norethindrone acetate,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8,11.668209327162701,-61.304734781060866,-50.443574225703074,-29.439658241367027,-0.47011375436098596,-31.516247259231637,16.338016694341782,0.0,-0.31258313062197135,12.343784214475903,0,0.0291593567251462,0.027788243502529217,0.019966888270459695,0.014968950543180232,0.014399335232668564,0.009284766860524436,True
2-Methyl-2-heptanol,CCCCCC(C)(C)O,-1.72,-1.526748971193416,1.3004115226337414,1.2510288065843627,63.63374485596707,0.15159280658436117,-1.0683459892365987,53.81556894683744,0.0,-0.02996637461681453,0.0,0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,False
Bromobenzene,Brc1ccccc1,-2.55,0.0,-96.00000000000001,0.0,0.0,0.0,2.857937467008936,94.88224054891451,0.0,0.015776730430166735,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
m-Fluorobromobenzene,Fc1cccc(Br)c1,-2.67,0.0,-144.0,0.0,0.0,0.0,5.032443193999997,26.228547294919284,0.0,-0.0025222186667976793,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Methyl octanoate,CCCCCCCC(=O)OC,-3.17,-0.11414982164090405,2.8917954815695546,1.674197384066585,-0.7609988109393623,-0.24855910582639687,-0.6155490880153012,15.787009515407847,0.0,0.0666207063522065,0.0,0,0.018518518518518517,0.0163265306122449,0.015625,0.008230452674897117,0.0,0.0,False
2-hydroxypteridine,Oc2ncc1nccnc1n2,-1.947,0.05777777777777797,5.391111111111106,-15.968888888888893,16.537777777777777,0.08580993777777761,-0.2320281478544347,46.247879162624706,0.0,-0.16240599717329754,6.010464839586836,0,0.020833333333333336,0.04,0.0,0.0,0.0,0.0,False
Cyclohexyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,1.2899408284023675,-68.0,-76.0,-24.0,-0.37315010650887565,4.822818104430186,46.021759264060606,0.0,0.08470352112441323,0.0,0,0.046875,0.020408163265306128,0.027777777777777776,0.0,0.0,0.0,True
Diazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754,-10.74380165289256,47.564738292011,108.76033057851238,-18.218549127640085,-0.22480632231405015,-3.6373025196789963,32.156792156837426,0.0,0.08512072364675645,0.0,0,0.02718390804597701,0.02130139012126589,0.01155317896389325,0.015306122448979591,0.0,0.0,True
Equilenin,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,-0.15512465373961395,41.04709141274239,58.570637119113584,-34.19667590027701,-0.2673409529085873,-3.0725228375475897,103.39222305560854,0.0,0.0209735751199941,5.749511833283905,0,0.03015151515151516,0.030204081632653063,0.019244850718065,0.019543200878234888,0.01507908950617284,0.0,True
hexacosane,CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,-0.1800000000000002,-0.890625,-0.90625,-0.9375,-0.0008893500000001203,-0.19475876452601637,741.3450982788519,0.0,0.46915599774678163,0.0,0,0.0026455026455026454,0.0020408163265306124,0.001644736842105263,0.0013717421124828527,0.0011764705882352944,0.0010330578512396695,False
uric acid,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,-3.93,3.0625,-8.640625,3.0625,0.0,0.0,0.9228244463262181,64.18125606155215,0.0,-0.2236523181519197,0.0,0,0.04311111111111111,0.0,0.0,0.0,0.0,0.0,False
Dapsone,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-3.094,-5.757431629013078,65.36028537455407,-135.00594530321047,-32.380499405469685,-0.14259957074910906,2.619999238111689,2.2722849088355526,0.0,-0.16981463189662144,0.0,0,0.037326388888888895,0.017259475218658893,0.021701388888888888,0.00987654320987654,0.025625000000000002,0.0,True
1-Iodonapthalene,Ic1cccc2ccccc12,-4.55,2.3271604938271615,-615.5555555555557,-86.88888888888893,0.0,0.0,-7.610089011389054,131.0631948969466,0.0,0.009971656291114258,0.0,0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,False
Methyl hydrazine,CNN,1.34,0.0,0.0,0.0,0.0,0.0,0.0,88.93134723283454,0.0,0.006342932334446477,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Sorbitol,OCC(O)C(O)C(O)C(O)CO,1.09,1.3017751479289936,-11.78698224852071,-12.639053254437876,22.57988165680473,0.03393287573964476,-0.9294355871877459,131.42984120936296,0.0,0.1086658142788551,0.0,0,0.020833333333333332,0.010204081632653062,0.0,0.0,0.0,0.0,False
4-Methyl-2-pentanol,CC(C)CC(C)O,-0.8,1.360544217687075,-104.20408163265303,74.50340136054422,0.0,0.0,-8.407648175608895,50.56772705542507,0.0,0.022279909574742067,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Tetrahydropyran,C1CCOCC1,-0.03,0.0,32.0,0.0,0.0,0.0,4.256711310864503,176.51939099637818,0.0,-0.007939441639964514,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Chlorbromuron,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,-3.8,172.4064,-73.312,110.5056,0.5409622815999969,10.915426351940608,27.43603321480707,0.0,0.15905541979372306,0.0,0,0.02835648148148148,0.025825602968460114,0.020616319444444444,0.011274880322499369,0.0,0.0,True
Ethyl benzoate,CCOC(=O)c1ccccc1,-2.32,-1.5941043083900237,-90.61678004535146,-63.736961451247154,38.530612244897945,0.23228081632652955,0.19022883106163843,18.691110293203963,0.0,0.01979872360838375,0.0,0,0.025462962962962965,0.020136054421768707,0.027777777777777776,0.0,0.0,0.0,False
"2,2,4-Trimethylpentane",CC(C)CC(C)(C)C,-4.74,2.8757396449704165,-170.414201183432,127.81065088757398,0.0,0.0,-37.265582349664186,177.4360863833714,0.0,-0.03863383916834464,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
"3,4-Dimethylpyridine",Cc1ccncc1C,0.36,0.6643598615916958,59.58477508650518,17.449826989619375,0.0,0.0,15.481521337726875,101.56434659925809,0.0,-0.037554502602677446,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
p-Nitroanisole,COc1ccc(cc1)N(=O)=O,-2.41,-1.6296296296296295,25.629629629629637,84.37037037037038,-73.48148148148148,-1.284083333333332,-0.14746655740536313,26.003176406847924,0.0,0.030368358059405704,5.749511833283905,0,0.07465277777777779,0.0272108843537415,0.0,0.0,0.0,0.0,False
Heptachlor,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,6.37809917355372,-520.6611570247933,-306.98347107438013,0.0,0.0,-0.354332923132509,0.0,0.0,0.09717736043473377,0.0,0,0.03664141414141414,0.0,0.0,0.0,0.0,0.0,True
Carvone,CC(=C)C1CC=C(C)C(=O)C1,-2.06,-2.5871999999999997,103.86879999999998,-47.03680000000003,77.97599999999998,0.16248969600000054,13.718646747972986,22.971971694324772,0.0,-0.0960021082266257,0.0,0,0.04722222222222222,0.0,0.0,0.0,0.0,0.0,False
Diisopropyl ether,CC(C)OC(C)C,-1.1,2.0408163265306127,-99.67346938775508,111.75510204081634,0.0,0.0,-21.413856054816392,80.14471910523513,0.0,0.03394090586324915,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
"2,2-Dimethyl-1-butanol",CCC(C)(C)CO,-1.04,0.1700680272108844,65.94557823129253,9.312925170068027,0.0,0.0,14.500600033450757,66.79567805737962,0.0,0.03140367483928227,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
benzhydrol,c1ccccc1C(O)c2ccccc2,-2.55,-0.2366863905325441,-9.75147928994083,-30.48520710059172,16.905325443786975,0.07832409467455485,5.502115862082187,117.97192618545738,0.0,0.06306991399057314,0.0,0,0.011574074074074073,0.009795918367346938,0.012152777777777776,0.0,0.0,0.0,True
1-Methylcyclohexene,CC1=CCCCC1,-3.27,0.8144044321329642,31.994459833795005,20.360110803324098,0.0,0.0,6.996436737017849,115.58429721487582,0.0,-0.0151863861873203,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Phenetole,CCOc1ccccc1,-2.33,0.19944598337950054,-42.82548476454294,-1.1689750692520733,18.357340720221607,0.04373215512465381,-6.356740753834443,42.59888720945035,0.0,-0.0026995485577630107,5.749511833283905,0,0.030092592592592594,0.04,0.0,0.0,0.0,0.0,False
Salicylamide,NC(=O)c1ccccc1O,-1.836,2.629757785467127,-70.31141868512111,40.72664359861592,0.0,0.0,2.378626485260881,81.99118164435879,0.0,-0.04366274076339033,5.749511833283905,0,0.0625,0.0,0.0,0.0,0.0,0.0,False
Butabarbital,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39,4.7606659729448495,-265.54006243496366,43.71800208116542,-34.7200832466181,-0.49967500520291286,5.773892829405769,27.84698889732292,0.0,0.13421317936034086,0.0,0,0.03819444444444445,0.020204081632653064,0.0,0.0,0.0,0.0,True
Glyceryl triacetate,CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6,-3.373365041617122,75.0,10.0,-216.0,-1.5401192485136739,-11.578277600812346,30.68732498129011,0.0,0.027154546375202676,0.0,0,0.024305555555555552,0.03139717425431711,0.010416666666666666,0.0,0.0,0.0,True
1-methyluracil,Cn1ccc(=O)[nH]c1=O,-0.807,1.0800000000000003,58.12000000000002,-36.72,0.0,0.0,-1.016826412065726,32.69246591286996,0.0,-0.1285141737795215,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
"2,3,4'-PCB",Clc1ccc(cc1)c2cccc(Cl)c2Cl,-6.26,-0.008264462809917453,-122.08264462809915,-121.22314049586772,117.32231404958675,0.38143854958677664,-1.8304490969674168,46.60983162032159,0.0,-0.023080655253626226,11.126902983393991,0,0.029914529914529916,0.029024943310657598,0.021180555555555557,0.01020408163265306,0.0,0.0,True
Cyclopentyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,1.13421550094518,-138.32892249527413,22.805293005671075,0.0,0.0,12.812668760862133,46.74164527366852,0.0,-0.015709697014661565,0.0,0,0.039027777777777786,0.02777777777777777,0.0,0.0,0.0,0.0,True
Heptane,CCCCCCC,-4.53,-0.028355387523629042,-3.5916824196597337,-3.7807183364839267,20.841209829867672,0.019770805293005178,-0.7854165677166404,145.8636300530361,0.0,0.021552957671928236,0.0,0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,False
p-Chlorobromobenzene,Clc1ccc(Br)cc1,-3.63,0.0,343.99999999999994,0.0,0.0,0.0,3.449388406047736,93.2688491763369,0.0,-0.013773742138111061,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Metolcarb,c1ccccc1(OC(=O)NC),-1.803,-1.9974999999999996,-38.0,-68.0,39.0,0.30890210999999906,-3.395040592827428,18.888311763515315,0.0,0.05670439413746066,5.749511833283905,0,0.016865079365079364,0.025102040816326533,0.027777777777777776,0.0,0.0,0.0,False
Propetamphos,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-3.408,-1.1979547114682252,-479.192111029949,119.39371804236676,-26.32943754565376,-0.7083665493060622,-0.5973979340188108,35.93617107816503,0.0,0.09071762221556783,0.0,0,0.037037037037037035,0.01360544217687075,0.021875000000000002,0.00987654320987654,0.008000000000000002,0.0,True
9-anthrol,c3ccc2c(O)c1ccccc1cc2c3,-4.73,0.37600000000000017,-68.5728,-23.096,33.26400000000001,0.08639686399999992,-0.7328509698201019,71.84222056110382,0.0,0.04537382898275762,5.749511833283905,0,0.019675925925925927,0.013061224489795917,0.0,0.0,0.0,0.0,True
Dibenzothiophene,c1ccc2c(c1)sc3ccccc23,-4.38,1.2267573696145126,-110.71428571428575,-1.530612244897977,38.265306122448976,0.03331543537414951,-13.732334597744737,177.49185511199164,0.0,0.1218477646137609,0.0,1,0.016904761904761912,0.008148148148148154,0.0,0.0,0.0,0.0,True
3-Chlorophenol,Oc1cccc(Cl)c1,-0.7,0.37869822485207105,-79.65680473372782,16.621301775147927,0.0,0.0,3.577570609525388,59.3338729342653,0.0,-0.05521160258024006,5.749511833283905,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Fenothiocarb,CN(C)C(=O)SCCCCOc1ccccc1,-3.927,-0.7006172839506166,-115.18518518518516,21.60493827160493,89.01234567901236,0.3898336512345679,-9.89945368649938,43.805257378766136,0.0,-0.06777828471093744,5.749511833283905,0,0.016782407407407406,0.012912801484230055,0.007465277777777778,0.00912628425855939,0.011736111111111114,0.007810994342980875,True
Benfuracarb,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,0.9167657550535087,46.05588585017835,60.290130796670674,-391.72889417360295,0.6835489521403072,-15.96762526589271,12.145868450068626,0.0,-0.018454968196783293,11.49902366656781,0,0.028497150997151,0.019080012957563976,0.018034297052154192,0.008661957758837886,0.010187654320987656,0.010327517600244874,True
o-Aminophenol,Nc1ccccc1O,-0.72,0.8533333333333336,34.782222222222224,24.653333333333332,0.0,0.0,5.353947081069092,95.55448988046419,0.0,-0.023426100559255345,5.749511833283905,0,0.0,0.0,0.0,0.0,0.0,0.0,False
stadacaine,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,-3.84,-17.33203125,-53.11111111111113,-115.66666666666669,-98.88888888888887,-0.29930285243055443,-16.841578725987965,27.566544850462083,0.0,0.11412553466369693,5.749511833283905,0,0.029932950191570884,0.01782857142857143,0.015216503267973856,0.00916719964339012,0.00888888888888889,0.0027548209366391185,True
2-Methy-2-Butene,CC=C(C)C,-2.56,0.0,49.999999999999986,0.0,0.0,0.0,10.933825376897971,91.20741550689448,0.0,0.012464281021736221,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
"N,N-Dimethylaniline",CN(C)c1ccccc1,-1.92,1.3499999999999996,-19.230000000000008,13.79999999999999,0.0,0.0,-3.73270889078363,101.83945742276082,0.0,-0.011520084423572982,0.0,0,0.0625,0.0,0.0,0.0,0.0,0.0,False
1-Bromopropane,CCCBr,-1.73,0.0,0.0,0.0,0.0,0.0,0.0,107.34941337472492,0.0,0.02158753383751288,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Isocarboxazid,Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461,1.4122222222222214,-12.800000000000006,-51.417777777777765,-19.06222222222222,-0.37834483999999974,-8.17807671007544,26.342113675918004,0.0,-0.002679285237311072,0.0,0,0.017371794871794872,0.01986772486772486,0.008101851851851851,0.00792648709315376,0.007579089506172839,0.006198347107438017,True
2-Chlorobutane,CCC(C)Cl,-1.96,0.0,59.51020408163267,0.0,0.0,0.0,4.5765907373674475,99.49692770480063,0.0,-0.0567128213435239,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
"1,2-Dibromobenzene",Brc1ccccc1Br,-3.5,0.0,-355.24999999999994,0.0,0.0,0.0,1.2175715879999924,93.97448400315523,0.0,0.04490850120536113,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
2-Methyl-1-Butene,CCC(=C)C,-2.73,0.0,41.66666666666666,0.0,0.0,0.0,9.111521147414976,67.37045558473405,0.0,0.006477571992722915,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Dienochlor,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,1.7600000000000018,-121.0,0.0,0.0,0.0,-2.9149757288999845,0.0,0.0,0.04970092025303917,0.0,0,0.035238095238095235,0.024092970521541947,0.0,0.0,0.0,0.0,False
3-Methyl-2-pentanol,CCC(C)CCO,-0.72,0.8503401360544219,11.591836734693876,0.7551020408163273,0.0,0.0,4.910547932824867,53.722948740085194,0.0,0.0182947119591914,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Bensulide,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,-7.622453598913536,-1160.1960162969667,116.20642824807601,646.1991851516522,0.937172951561793,-30.42682364878311,0.0,0.0,-0.07533064972858325,0.0,0,0.027488425925925923,0.020369290573372202,0.014670138888888889,0.01731842834599727,0.00671195652173913,0.007978777675747372,True
"2,4-PCB",Clc1ccc(cc1)c2ccccc2Cl,-5.25,-0.28099173553718987,-77.78512396694215,-6.710743801652892,-57.619834710743795,-0.18785928099173524,-2.442463885207396,179.31835475260473,0.0,-0.04507757002361026,11.126902983393991,0,0.02525252525252525,0.03440233236151604,0.01171875,0.02040816326530612,0.0,0.0,True
Propylcyclopentane,CCCC1CCCC1,-4.74,1.3333333333333324,-25.0,-3.3306690738754696e-15,0.0,0.0,-5.466912688449002,200.15727869832975,0.0,-0.0346146671822882,0.0,0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,False
Biphenyl,c1ccc(cc1)c2ccccc2,-4.345,0.0661157024793399,-10.743801652892566,-19.00826446280993,17.35537190082644,0.016463999999999757,-2.3494170231351026,131.93277245491555,0.0,-0.030948722446930123,11.126902983393991,0,0.017361111111111112,0.019591836734693877,0.0,0.0,0.0,0.0,False
Mefluidide,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,-0.35353535353535576,-2.7777777777778017,-73.29292929292929,-220.52892561983472,-2.7937865564738305,-61.318935882825386,0.7070555638736185,0.0,-0.08498561167956709,0.0,0,0.03446502057613169,0.030500927643784786,0.024739583333333336,0.012345679012345677,0.0,0.0,True
Malonic acid diethylester,CCOC(=O)CC(=O)OCC,-0.82,-2.0793950850661633,-47.947069943289215,3.1531190926276054,-26.805293005671075,0.40012022684309784,-8.48728714337862,20.86292692382337,0.0,-0.06907568436315761,0.0,0,0.027777777777777776,0.00816326530612245,0.015625,0.0,0.0,0.0,False
3-Heptanoyloxymethylphenytoin,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301,-7.3599999999999985,75.2396694214876,-57.58677685950415,-94.3305785123967,-2.0733603438016655,-0.26852013801512475,34.22709507538893,0.0,-0.039075141511880296,0.0,0,0.022788888888888886,0.013672942045035065,0.013976284958427813,0.009796233308138069,0.006671363392377885,0.005948474645444343,True
Chlorbufam,CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,-1.9200000000000006,-108.04479999999998,68.30879999999998,19.468799999999987,0.2807836431999982,12.993900048373916,19.39074026543323,0.0,-0.0821192426611836,12.343784214475903,0,0.02835648148148148,0.016549165120593692,0.016059027777777776,0.01297556059460821,0.0078125,0.0,True
Simetryn,CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,-18.06183115338883,-12.199762187871565,-687.0927467300831,618.549346016647,1.8170753008323353,-42.052545145533145,52.94584603528782,0.0,-0.015779010101818574,0.0,0,0.05046296296296296,0.0,0.0,0.0,0.0,0.0,True
Nonane,CCCCCCCCC,-5.88,-0.72294887039239,-2.734839476813313,-2.8537455410225876,-3.0915576694411353,-0.0029327752675390693,-0.5980451454664408,127.92902737367129,0.0,0.14040105615348328,0.0,0,0.013888888888888888,0.01360544217687075,0.015625,0.0,0.0,0.0,False
Hydrocortisone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,8.428571428571425,-86.0,45.25,8.75,-1.21544481632653,-26.75468466838422,29.78419962802617,0.0,0.09136502105512613,0.0,0,0.03531084656084657,0.0320302343159486,0.019749740173847317,0.017147599780653,0.01096386316872428,0.011002278679046355,True
Methylcyclohexane,CC1CCCCC1,-3.85,0.6666666666666664,33.33333333333332,16.666666666666664,0.0,0.0,7.289216917932028,215.66616479379766,0.0,0.0006745253941622146,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Rovral,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,-9.879757785467127,-220.0,213.0,71.0,0.7513391833910035,18.15875179250076,30.751613538301047,0.0,0.10521827042828201,0.0,0,0.03434156378600822,0.02025815454386883,0.019497863247863245,0.008545393466028384,0.017767857142857144,0.004115226337448559,True
Propane,CCC,-1.94,0.0,0.0,0.0,0.0,0.0,0.0,157.59261188201404,0.0,-0.039513225014333894,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
alachlor,CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.26,-11.612188365650972,-103.05540166204982,-121.39058171745155,-37.584487534626085,0.16149186288088346,-20.280245849756735,2.6626172339652725,0.0,0.15965597791337124,0.0,0,0.02681992337164751,0.017056928034371643,0.009259259259259259,0.0,0.0,0.0,True
Metronidazole,Cc1ncc(N(=O)=O)n1CCO,-1.22,6.857142857142857,9.55102040816325,-86.00000000000001,0.0,0.0,-4.220455565772336,29.395721237516874,0.0,0.18087647225806022,0.0,0,0.02388888888888889,0.0,0.0,0.0,0.0,0.0,True
2-Bromopropane,CC(C)Br,-1.59,0.0,0.0,0.0,0.0,0.0,0.0,84.04396935862256,0.0,0.049751033760210187,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Prometon,COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,-23.441632653061227,-194.40979591836737,-169.76653061224488,-107.30857142857141,0.529329005714286,18.410834603900547,55.430817409007666,0.0,-0.0999397980350938,6.010464839586836,0,0.04044117647058823,0.026993197278911567,0.015625,0.0,0.0,0.0,True
2-methoxypteridine,COc2ncc1nccnc1n2,-1.11,-2.543209876543211,-30.555555555555557,-2.8888888888888813,20.777777777777786,0.2912404444444437,-8.682956287407382,42.83504884884549,0.0,-0.1267075349995848,6.010464839586836,0,0.02430555555555556,0.020136054421768707,0.027777777777777776,0.0,0.0,0.0,False
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,-2.6694214876033047,141.8512396694215,-99.80165289256198,-125.98347107438016,-0.3311132603305792,-1.6434279369528808,50.13294645951561,0.0,-0.14293759534905884,11.126902983393991,0,0.029914529914529916,0.024575725026852846,0.017939814814814815,0.01020408163265306,0.0,0.0,False
4-hexylresorcinol,c1(O)cc(O)ccc1CCCCCC,-2.59,-1.0390625,-12.5546875,-4.6015625,-48.671875,-0.3159091874999997,0.8641643978990565,68.39311559360209,0.0,0.049773513853489895,11.49902366656781,0,0.022376543209876545,0.017755102040816328,0.015128968253968252,0.011489040060468629,0.017812500000000002,0.0,True
Propazine,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,-18.133194588969825,-239.47762747138404,-98.87304890738817,32.10509885535902,0.42243116857439655,34.064885533807775,29.078657120101646,0.0,-0.04930553176577486,0.0,0,0.04464285714285714,0.018587127158555733,0.03125,0.0,0.0,0.0,True
XMC,CNC(=O)Oc1cc(C)cc(C)c1,-2.581,-5.0,-178.46153846153845,80.97633136094676,-48.66863905325443,0.2149029053254414,-11.251315218978407,18.345101177079524,0.0,0.022572425539083275,5.749511833283905,0,0.03780864197530864,0.022755102040816325,0.009259259259259259,0.0,0.0,0.0,True
thymine,Cc1c[nH]c(=O)[nH]c1=O,-1.506,1.0800000000000003,58.12000000000002,-36.72,0.0,0.0,-1.016826412065726,36.69877791937273,0.0,-0.09936909136381239,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
Isoprocarb,CNC(=O)Oc1ccccc1C(C)C,-2.863,-8.139120095124854,-104.7919143876338,-48.99524375743163,7.13436385255649,0.3678112722948848,-15.32783414082277,11.175442430420398,0.0,-0.008477306470821093,5.749511833283905,0,0.03579059829059829,0.02022675736961451,0.009259259259259259,0.0,0.0,0.0,True
Phorate,CCOP(=S)(OCC)SCSCC,-4.11,-4.44111111111111,-666.8399999999998,-289.5199999999999,123.43999999999996,0.29922533333333073,-24.71414196002405,0.8354045982229695,0.0,0.08815345047596285,0.0,0,0.02222222222222222,0.010204081632653062,0.015625,0.0,0.0,0.0,True
Trichloronate,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752,-4.966706302021402,214.3186682520809,390.4673008323423,-355.83590963139125,-1.0155267978596911,-11.664159185762827,0.0,0.0,-0.05197047864887971,5.749511833283905,0,0.025219298245614037,0.02704761904761905,0.016493055555555556,0.011274880322499369,0.0,0.0,True
phthalamide,c1cC2C(=O)NC(=O)C2cc1,-2.932,2.08641975308642,-21.111111111111118,-2.2222222222222254,0.0,0.0,4.543158920794782,23.551553321964185,0.0,0.031427204241529456,0.0,0,0.0625,0.0,0.0,0.0,0.0,0.0,False
Nitrapyrin,Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76,1.8520408163265312,-59.346938775510175,-189.79591836734693,0.0,0.0,-0.2744909206574667,0.0,0.0,-0.15433782108016347,0.0,0,0.03125,0.0,0.0,0.0,0.0,0.0,False
ethyl cinnamate,CCOC(=O)C=Cc1ccccc1,-3.0,-1.4880000000000002,-3.8239999999999945,10.368000000000004,-64.43520000000001,-0.18716871680000058,-5.428349239276936,30.699647550235646,0.0,-0.208581841968624,0.0,0,0.022376543209876542,0.01030612244897959,0.011863425925925925,0.010917947425883931,0.015625,0.0,True
